aid	bvid	created	title	length	description	play	comment	review	coin	danmaku	favorite	like	reply	share
49645996	BV1rb41157GU	1555518296	这就是中国：中国“连跑带跳”完成了四次工业革命	04:54	张维为《这就是中国》第十四期编前会	47038	660	214	235	214	217	1968	660	47
3751930	BV11s411X7BW	1454575669	网友毒舌锐评，张维为教授如何应对【观察者网】	03:59	自制 提前剧透：网友大指责→张维为脸皮太厚！张维为是奇葩五毛！张维为这些年赚了不少钱吧~	124866	526	1253	662	1253	884	1695	527	174
48353207	BV1eb411g7sM	1554447460	【维为道来】让几亿中国人脱离贫困，就是我们的人权成就	02:39	张维为《这就是中国》第十二期精彩片段2	41617	621	78	160	78	217	2053	621	43
78643306	BV1KJ411y7iA	1575882951	【维为道来】中国文化强在学习，西方的优点我们可以“化西为中”	03:19	张维为《这就是中国》第四十期精彩片段2	94313	472	339	303	339	298	5079	472	86
69576512	BV1dE411X79i	1569894332	张维为：中国崛起关键之时，我们打响一场“话语保卫战”	36:53	七十华载，大国复兴。 站在新中国成立70周年的节点上，回顾过去，无论是国家，还是个体，都走过了一段艰难曲折、奋斗不懈的道路，其中点滴，值得我们在70周年重新回味。 为此，观察者网推出“70周年·爱上中国”系列报道，专访海外归来学者，通过讲述个人故事和思想转变轨迹，从个体人生历程出发，重新还原和讲述新中国故事。	178643	885	4185	5032	4185	3933	13186	885	914
68158818	BV1QJ411g7Me	1568793101	【维为道来】英国人说自己是香港的保姆，中国官员：这是国耻！	05:47	张维为《这就是中国》第三十六期  香港局势：自助者天助	112752	380	481	528	481	484	4668	380	201
77552635	BV11J411Q7iw	1575104596	【维为道来】中国人总在想办法改变命运，这就是我们的文化	05:22	张维为《这就是中国》第三十九期精彩片段1	120224	648	499	1010	499	1161	7061	648	302
52248998	BV1c4411a763	1557649532	【维为道来】百年屈辱之后，中国人面对西方有太多不自信	03:47	张维为《这就是中国》第十七期精彩片段3	57730	566	358	251	358	306	2119	566	74
752627595	BV1zk4y197Hz	1586771801	张维为：西方一神教有排他的传统，很难接受别人制度的优点	03:35	张维为《这就是中国》第五十二期精彩片段3	138124	589	446	420	448	585	10068	588	174
61724247	BV1Pt411F7dj	1564646634	【维为道来】当年苏联人想被美国殖民，而这样的人今天中国也有	05:10	张维为《这就是中国》精彩片段1	139288	922	395	679	396	881	4718	922	329
10597832	BV15x411v7qJ	1494908515	张维为谈一带一路：千年未有之大变局！	19:40	http://www.bilibili.com/video/av10565415/ 这是我们好基友观视频工作室最新推出的作品，希望大家多多关注哟~~~http://www.bilibili.com/video/av10565415/	41564	382	483	300	483	1255	389	382	408
46077685	BV1cb411v7fj	1552379578	【维为道来】中国真的只靠“好皇帝”就延续了几千年的强盛吗？	03:41	张维为《维为道来》第九集精彩问答1	134327	1244	506	291	506	590	2472	1244	82
667821709	BV1Aa4y1473G	1586938836	【这就是中国】张维为：中西方历史上的差别，就是他们习惯了武力征服	05:07	张维为《这就是中国》第五十三期精彩片段2	111908	423	612	557	615	580	8935	423	153
50519399	BV134411h77K	1556266653	张维为：默克尔已经直说了，再不和中国合作，中国人就要自己干了	04:09	张维为《这就是中国》第十五期精彩片段2	831647	39	8	1257	8	1673	9979	39	207
45257898	BV1Xb411B7XU	1551610070	【维为道来】从罗马到苏联，无数帝国消失，中国还在前进	04:07	张维为《这就是中国》：文明型国家（二）	112896	786	440	439	440	531	2568	786	104
83249112	BV1DJ411n7Uk	1578903610	【这就是中国】听援藏医生亲口讲述，中国如何建设西部医疗？	05:50	张维为《这就是中国》第44期精彩片段4	92569	233	142	425	142	365	5766	233	234
82575606	BV1GJ411G7LT	1578477149	【这就是中国】国庆阅兵上，我见证10万人齐唱《歌唱祖国》	04:49	张维为《这就是中国》第四十四期精彩片段1	128444	482	376	551	376	444	7064	482	168
35068654	BV1tb411P77U	1541070863	维为道来：即使中国最穷的时候，英国人也摔了跤，美国人也碰了壁	08:55	维为道来·改革开放40周年系列第六集	366096	159	115	4390	115	2579	7383	159	582
31773392	BV1ZW411r7go	1537004826	维为道来：美国开了场会讨论对付中国，直接变成了花式吹中国……	09:15	维为道来·中美关系系列第二集	569355	2094	3820	2641	3820	3416	6763	2094	1158
67554193	BV19J411P7uY	1568349677	【维为道来】中印是两个极端，中国文化追求完美，印度文化追求解脱	04:45	张维为《这就是中国》第三十四期精彩片段2	375167	1070	524	776	524	1201	7587	1070	222
17917248	BV1TW411B7c2	1514951442	金灿荣：今后中国经济高质量增长，就靠这两个“红利”	02:26	2017年12月31日，东南卫视播出跨年特别节目《思·享2018》，谈到2018年中国的经济走势，张维为教授指出，现在中国“新经济”引领全球，这就是新的增长点；金灿荣教授说，以前中国靠人口红利，以后机器人红利和工程师红利可以保障红果经济的高质量增长。	106785	1271	482	312	482	737	927	1271	214
99506386	BV1U7411C7zD	1585209307	【这就是中国】学不了中国防疫，这次轮到西方国家讲“国情”了	06:47	张维为《这就是中国》第五十期精彩片段1	286917	421	3146	1708	3146	1576	16697	421	687
41159085	BV13t41187nC	1547908047	【维为道来】巴黎华人说，这里的华人不是被抢过的，就是将要被抢的	03:08	张维为《这就是中国》第二集精彩集锦，完整版链接：https://www.bilibili.com/bangumi/play/ep260697	112419	1164	354	465	354	357	2541	1164	74
58871722	BV1Ft411L7KV	1562916012	【维为道来】美国梦的神话到底是怎么来的？	02:05	张维为《这就是中国》第二十五期精彩片段2	68256	324	94	178	94	294	2469	324	37
54939832	BV134411T7iD	1559980667	【维为道来】历史上，谁在西方能和东方做好贸易谁就能保持繁荣	05:25	张维为《这就是中国》第二十期精彩片段2	67421	345	1	330	1	316	2622	345	60
65209423	BV1g4411k7id	1566704411	【维为道来】西方经济学里面很多东西，都是专门说给别人听的	03:52	张维为《这就是中国》第三十一期精彩片段5	90446	479	245	467	245	642	3856	479	229
49179083	BV1yb411K7ds	1555144126	西方张口闭口谈人权，那欧盟应该先带头制裁美国发动伊拉克战争	02:12	张维为《这就是中国》第十三期精彩片段1	69225	530	105	182	105	265	2221	530	40
83525519	BV1YJ411J7od	1579079664	【这就是中国】张维为：印度的政治体制有优势吗？	03:52	张维为《这就是中国》第45期精彩片段1	199239	764	513	529	513	588	7592	764	289
79083471	BV1zJ411C799	1576225139	【维为道来】台湾“民主化”发展三十年，终于全方位落后了	05:27	张维为《这就是中国》第四十一期精彩片段2	209794	783	824	755	824	777	7881	783	307
56299463	BV1i441137UQ	1561107925	【维为道来】那些造成金融危机的人，美国的“法治”为什么不管？	02:38	张维为《这就是中国》第二十二期精彩片段2	64816	588	142	361	142	350	2501	588	74
54707777	BV164411M7dw	1559806214	【维为道来】当年中国处处想学习美国，如今却已经被当成最大对手	06:56	张维为《这就是中国》第二十期精彩片段1	93873	24	4	459	4	285	3131	24	64
93833184	BV1qE411x7Fi	1583382100	【这就是中国】张维为：这次疫情，必定会推动中国公共卫生建设进步	05:03	张维为《这就是中国》第四十七期精彩片段1	227490	322	510	612	510	666	9727	322	401
795281162	BV13C4y1x7W6	1587356784	【这就是中国】当美国的领导力开始下降，中国更加要做好自己的事情	05:15	张维为《这就是中国》精彩片段4	169112	557	345	536	345	542	10470	557	157
63811501	BV1x4411U7PE	1565854358	【维为道来】美国“阿拉伯之春”里用过的手段，在今天的香港比比皆是	04:12	张维为《这就是中国》第三十期精彩片段1	166993	1014	450	1117	450	1146	5674	1014	929
53658856	BV1m4411s7QT	1558860809	张维为：中国是要和平崛起，但也不怕打一场正义的战争	04:30	张维为《这就是中国》第十九期精彩片段3	110044	538	280	533	280	457	3276	538	134
62029991	BV1Xt411u7rr	1564822124	【维为道来】苏联刚解体那几年，人命还不值几颗土豆	02:58	张维为《这就是中国》第二十八期精彩片段3	249047	1562	270	651	270	1318	6052	1562	224
840231059	BV1u54y197jP	1586073507	【这就是中国】西方习惯了对中国污名化，我们就该主动反击	03:31	张维为《这就是中国》第五十一期精彩片段4	145603	360	432	780	432	693	11474	360	282
78701277	BV15J411y7Fz	1575938187	【维为道来】西方人不理解我们讲的话，吃亏的是他们	04:01	张维为《这就是中国》第四十期精彩片段3	152200	409	377	563	377	488	6891	409	131
79600796	BV1RJ41167ma	1576564994	【维为道来】黄智贤：有台湾官员在大陆和人称兄道弟，回去马上翻脸	04:51	张维为《这就是中国》第41期精彩片段4	416339	923	769	958	769	1295	13234	923	326
55494287	BV1z4411P7Tz	1560438040	【维为道来】巴黎圣母院起火，中国人就得跟着伤感吗？	03:56	张维为《这就是中国》第二十一期精彩片段2	132476	1277	534	607	534	617	4145	1277	147
79037953	BV1xJ411C78P	1576199742	【维为道来】我说现在还相信台湾民主的是“脑残”，这话传到了台湾	02:37	张维为《这就是中国》第四十一期精彩片段1	423916	1661	723	1073	723	1095	12730	1661	319
91871995	BV1p7411K7PY	1582708434	【这就是中国】张维为：中国面对的这场疫情，是全人类共同的灾难	03:48	张维为《这就是中国》第四十六期精彩片段1	158096	418	409	654	409	593	8933	418	406
34878408	BV18b411A7ZW	1540812636	维为道来：“10个人里有1个人愿意回中国，我们就成功了”	06:59	维为道来·改革开放40周年特别篇第三集：人才战略	127972	125	86	3758	86	1376	5138	125	484
47772835	BV1yb411W7Vv	1553939835	【维为道来】中国基层选举的各种乱象，应该怎么改进？	04:06	张维为《这就是中国》第十一期精彩问答。	73024	886	276	265	276	444	2171	886	106
34729205	BV1Vb411N79g	1540655816	维为道来：当年中国没有钱，但有胆子“去杀出一条血路”	10:12	张维为老师讲述改革开放的人物故事	100541	154	72	2591	72	1056	4052	154	384
34743366	BV18b411N7MD	1540653437	维为道来：当年中国没有钱，但有胆子“去杀出一条血路”	10:13	维为道来：40年改革路第一集	118077	1099	667	3098	667	1613	4165	1099	539
17212648	BV1fW411h7pJ	1513133631	张维为论坛舌战群儒，我们弄到一些珍贵的内部视频 P2	03:22	【张维为NEXUS思想者论坛珍贵内部视频II】面对关于人权问题的质疑，张维为回击：这是西方文化的傲慢。 P1传送门： av16960688	369855	1842	3279	2922	3280	7706	7002	1842	2264
71621466	BV1yE411r7i6	1571388981	【维为道来】非洲使节告诉我，和欧洲人谈一个项目的时间可以和中国完成三个项目	04:03	张维为《这就是中国》第三十七期精彩片段2	167623	513	406	381	406	466	5107	513	110
63970321	BV174411Z7RP	1565943088	【维为道来】比起直接出手，美国更喜欢在全世界培养自己代言人	03:36	张维为《这就是中国》第三十期精彩片段2	97862	19	9	756	9	604	4976	19	167
80850759	BV19J411Y7uE	1577437563	【维为道来】丁一凡：欧美各国当年为什么要学习中国文官制度？	05:44	张维为《这就是中国》第43期精彩片段2	150998	548	391	482	391	715	6141	548	181
49314796	BV18b411L7Sy	1555236967	【维为道来】西方越鼓吹自己的“普世价值”，中国越要揭穿他们的真面目	03:50	张维为《这就是中国》第十四期精彩片段2	45237	683	193	346	193	253	2019	683	73
44773601	BV1wb411h7mp	1551181193	【维为道来】所谓“崖山之后无中国”的说法，是谁想断了中国文化的根？	03:54	张维为《这就是中国》第七期编前会	198413	1515	485	602	485	930	3144	1515	172
70772039	BV19E411f7YP	1570704661	【维为道来】飞机管够，军舰下饺子，今天的中国不负先烈	06:19	张维为《这就是中国》第三十六期精彩片段1	126801	3	0	1119	0	539	6656	3	123
24441692	BV1pW411A7mt	1528254275	这一次，让辩论来得更猛烈些吧！【观天下讲坛预告】	01:30	大家还记得去年这场精彩的辩论吗？张维为教授作为首位受邀的中国学者，参加了在荷兰举行的国际顶级论坛“NEXUS思想者大会”，面对几位来自不同国家、不同文明，立场各异的学者的“围攻”，张老师的回应从容淡定且不失霸气，在不时的旁征博引和幽默话语中，轻易地将对方的质疑和反驳逐一击破。这样精彩的对话相信大家还没有听过瘾吧？6月11日，观天下将作为东道主，邀请张维为教授与Rob Riemen再聚首，开启另一场思想交锋：《俄罗斯与西方：何去何从》。 时间：6月11日14:30	77921	350	93	238	93	372	1213	350	60
55050413	BV154411N7p4	1560060735	【维为道来】面对美国的压力，中国还有三张王牌	03:26	张维为《这就是中国》第二十期精彩片段3	128312	789	9	449	9	595	3348	789	153
62626295	BV1at411T7fh	1565169814	【维为道来】美国选举选出来的不就是我们常说的“流量明星”吗？	04:08	张维为《这就是中国》第二十九期精彩片段1	180371	691	496	651	496	821	5320	691	241
45683722	BV1rb411v7DT	1552039907	【维为道来】对“中国模式”有很多误解，但我们用事实和成绩说话	04:11	张维为《这就是中国》第八期精彩片段2	27430	103	62	139	62	153	1432	103	24
66362174	BV1p441117DX	1567392345	【维为道来】次贷危机时美国让中国出手帮忙，今天却反咬一口	03:41	张维为《这就是中国》第三十二期精彩片段3	120170	635	277	389	277	457	4282	635	187
64563579	BV1f4411R7Th	1566287626	【维为道来】美国经济靠“看不见的手”？特朗普：我直接动手	03:38	张维为《这就是中国》第三十一期精彩片段1	64220	380	181	267	181	250	3177	380	62
52639490	BV1y4411J7rB	1558001210	【维为道来】西方靠军事与金融控制世界，几百年来这道理也没变	06:58	张维为《这就是中国》第十八期精彩片段2	50636	347	153	190	153	297	1976	347	61
68612627	BV1nJ411g7Np	1569134258	【维为道来】不管香港有怎样的问题，对今天的中国都只是小问题	04:32	张维为《这就是中国》第三十五期精彩片段5	229703	0	0	1592	0	1214	8396	0	758
98402552	BV1DE411F7E3	1584864663	【这就是中国】世卫专家亲身经历中国抗疫，从带着偏见到被感动	05:04	张维为《这就是中国》第四十九期精彩片段3	189617	646	647	855	647	762	11783	646	280
41873507	BV1Jt411t7ah	1548595533	【维为道来】每两三年西方就要来一次讨论：中国经济会怎么崩溃？	05:26	张维为《这就是中国》第三集精彩集锦	165558	751	623	549	623	561	3055	751	93
35954635	BV18t411275s	1542263995	张维为问答：资本市场上有多少人，盯着中国这块肥肉？	08:42	11·2一勺思想圆桌会·选择的智慧——40年改革路  张维为老师问答部分第二集	112030	0	0	1382	0	1135	3213	0	267
65571528	BV1B4411B7Qi	1566889252	【维为道来】美国许多家族靠在中国贩鸦片发家，这些他们却从来不说	06:48	张维为《这就是中国》第三十一期精彩片段7	115586	439	349	741	349	881	4713	439	247
710272933	BV1kQ4y1K75h	1586848570	【这就是中国】张维为：中国的崛起，改变了这个世界的很多事情	02:28	张维为《这就是中国》第五十三期精彩片段1	118353	358	142	377	142	440	8427	358	106
582731599	BV1S64y1u7zF	1586507800	【这就是中国】中国人自古以来，就把“政道”放在“政体”之上	04:19	张维为《这就是中国》第五十二期精彩片段1	124391	431	309	659	309	920	9860	431	239
55670050	BV1q4411V7cT	1560590298	【维为道来】我现在倒怕中国越来越好，大家都不肯走出去了	03:37	张维为《这就是中国》第二十一期精彩片段3	116268	223	46	900	46	511	4301	223	238
71867682	BV1bE41167Mc	1571557249	张维为：西方很少提中国扶贫的成就，只喜欢谈所谓“人权”	03:44	张维为《这就是中国》第三十七期精彩片段3	177724	662	385	520	385	595	6422	662	181
34814672	BV1Db411N7zA	1540736170	维为道来：有的国家只盘算100天，有的国家能规划三十年	09:27	维为道来·改革开放40周年特别节目第二集	220305	1289	762	5188	762	2777	7023	1289	1129
82826597	BV1EJ411V7ij	1578642703	【这就是中国】张维为：印度说自己有3亿中产阶级，怎么算出来的？	04:03	张维为《这就是中国》第四十四期精彩片段2	270733	1394	1524	576	1524	704	9115	1394	382
99781756	BV14741197jU	1585294821	【这就是中国】张维为：中国抗疫经验最难复制的，是发动了人民战争	03:53	张维为《这就是中国》第五十期精彩片段2	172674	427	399	1143	399	910	11843	427	327
65441243	BV1z441167Hm	1566806455	【维为道来】印尼商人告诉我，97年金融危机一发生，华尔街就来买他的公司	04:15	张维为《这就要是中国》第三十一期精彩片段6	185366	26	7	618	7	579	5127	26	141
43551700	BV1Lb41127ue	1550144496	【维为道来】有些欧洲人喜欢和我谈新疆，却不了解他们的无知	04:11	张维为《这就是中国》第五集精彩剪辑	486298	1058	668	1338	668	1482	6710	1058	267
17895550	BV1gW411B7RA	1514885750	中国道路这么成功，为什么内涵总是不能被理解？	01:45	12月31日，东南卫视播出跨年特别节目《思·享2018》，数位海内外学者围绕中国道路与世界未来等主题进行观点碰撞。主持人郑若麟提到，虽然现在欧美面临很多困境，但如果你问一个中国人，中国变成西方民主体制好不好，很多人却会毫不思考地回答好，为什么中国道路这么成功， 其内涵总是不能被理解？张维为教授指出，过去五年，其实是中国人自信心上升最快的五年，89%的人认为中国走在正确的道路上。王绍光教授则表示，西方式的民主更注重程序，而东方式的民主更注重实质。	69222	1770	454	309	454	604	664	1770	113
81270900	BV16J41187oN	1577689701	【这就是中国】张维为：中国政府如何纠正错误决策？	04:02	张维为《这就是中国》第43期精彩片段3	202138	981	615	638	615	830	7481	981	307
50421737	BV1r441187gz	1556177655	【维为道来】现在全世界都知道，哪里基建有困难就找中国	04:37	通过“一带一路”，中国把基建推向了全世界。	128820	747	308	268	308	409	2624	747	89
42452347	BV1ub411C7uw	1549107891	【维为道来】这些国家当初个个双手沾血，今天却来刁难中国和平崛起	04:57	张维为《这就是中国》第四集精彩片段：不寻常的中国崛起。	193422	1515	444	1155	444	1288	4479	1515	363
67466755	BV14J411P7QG	1568282987	【维为道来】一个欧洲学者问我中国政府怎么具有合法性，我笑了	06:43	张维为《这就是中国》第三十四期精彩片段1	242905	1108	978	1708	979	1811	7891	1108	504
64410666	BV1C4411o7x6	1566201444	范勇鹏：美国给世界带去炸弹和“民主”，中国给世界带去基建和工业化	04:11	张维为《这就是中国》第三十期精彩片段4	111723	503	319	372	319	456	4522	503	103
70980996	BV14E411Z7h3	1570875514	英国学者马丁雅克：中国崛起让西方恐惧，也让全世界受益	12:01	张维为《这就是中国》第三十六期精彩片段2	217777	724	938	1082	938	1871	7084	724	347
285371362	BV1jf4y1S7K2	1587120896	与西方话语交锋：中国政府不如欧美政府有“合法性”吗？	06:23	中国研究院研究员李世默参加荷兰Nexus论坛，没错，就是当初张维为老师也参加过留下“舌战群儒”视频的那个！ 本视频为Nexus论坛提供的精彩片段剪辑，李世默在现场与两位西方嘉宾围绕对中国崛起的焦虑、中西方政府合法性两个问题展开了辩论交锋。	239659	1192	1428	904	1428	2054	13403	1192	468
44641474	BV1Jb41187rH	1551061749	【维为道来】对台湾太好，会不会反而害了大陆？	03:35	张维为《这就是中国》第六期精彩问答3	384465	1871	2081	730	2081	1078	4726	1872	301
43328534	BV1Ub411m7W3	1549966498	张维为：当年我讲中国震撼，有媒体人马上就提动车事故	09:47	张维为《这就是中国》第五集精彩集锦1	189640	2037	1933	2100	1933	1378	5052	2037	491
34938501	BV1mb411A7AF	1540893064	维为道来：在中国，不管官多大学问多好，都不该忘记自己来自人民	07:56	维为道来改革开放40周年系列第四集	145284	168	75	2699	75	1414	4390	168	335
17945658	BV1LW411B7bR	1515033563	张维为论坛舌战群儒，我们弄到一些珍贵的内部视频 P4	07:35	【张维为NEXUS思想者论坛珍贵内部视频Ⅳ】西方学者针对中国政绩和宗教问题发出诘问，张维为引经据典，驳倒对方的偏见。	210763	2251	4061	2495	4061	4291	3056	2251	1282
93351316	BV1UE411x7xc	1583216105	【这就是中国】我们找到了一位在武汉方舱医院的工作者，与他连线	04:53	张维为《这就是中国》第四十六集精彩片段5	82075	205	198	399	198	264	6612	205	147
80738904	BV1KJ411s7GA	1577351607	【维为道来】中国如果照搬西方的制度，100年也超不过他们	04:07	张维为《这就是中国》第43期精彩片段1	123585	601	297	432	297	506	5760	601	190
91543581	BV1p7411T7sp	1582602408	世卫专家：看到中国前，我像其他人一样有偏见	00:56	24日晚，中国—世界卫生组织新冠肺炎联合专家考察组在北京举行新闻发布会，世卫组织总干事高级顾问布鲁斯·艾尔沃德表示，“自己在看到中国方法前，像其他人一样有偏见。”他称：在现阶段没有应对药物和疫苗的时候，中国选择了去适应，去创造条件，竭尽所能地阻断疫情，拯救生命，这就是中国所做的。	1226118	2361	675	1695	675	3395	37933	2361	1101
17611507	BV1BW411t7qq	1514191687	张维为论坛舌战群儒，我们弄到一些珍贵的内部视频 P3	05:17	【张维为NEXUS思想者论坛珍贵内部视频Ⅲ】面对西方学者对政体问题的质疑，张维为引名言回击：“水可载舟，亦可覆舟。”	278150	1807	2605	2155	2605	5394	4372	1807	1324
57831454	BV1G4411A77i	1562235408	【维为道来】像中国这样的“百国之合”，学西方用对抗政治会怎样？	02:50	张维为《这就是中国》第二十五期精彩片段1	75172	624	327	313	327	367	2643	624	75
40552530	BV1Vt411W7bH	1547283073	【维为道来】曾经还没非洲发达的中国，几十年来经历了什么？	03:49	《这就是中国》第一集精彩集锦，完整版请关注东方卫视每周一21：30。	89088	421	291	541	291	390	2468	421	77
46014991	BV1Cb411e7Pb	1552311193	这就是中国：放眼世界，中国政府算不算高效？	06:37	张维为《这就是中国》第九期编前会	212028	1507	818	691	818	957	3425	1507	186
73347427	BV1WE41117oK	1571990432	【维为道来】西方“一神教”文化制造冲突，中国追求的是和而不同	04:33	张维为《这就是中国》第三十八期精彩片段2	67414	7	1	454	1	419	4011	7	116
11361406	BV1Rx41187uL	1497575745	【观天下讲坛第六期】问答篇（有字幕哟）	13:50	6月12日，复旦大学中国研究院院长张维为教授与大家一起重温六年前与福山的那场激辩。活动中，张维为教授还与现场观众进行了问答互动，美国政治危机以及一带一路等话题，特作视频集锦以飨各位读者。	44755	577	817	433	817	974	254	577	122
46926458	BV1Qb411j7d8	1553171770	【维为道来】中国人大和西方议会，谁更能代表人民利益？	06:17	张维为《这就是中国》第十集精彩问答1	68249	1005	502	282	502	393	2041	1005	105
97292834	BV1u7411R7Y8	1584515408	【这就是中国】西方有人曾对中国疫情幸灾乐祸，正是这些人祸害了自己的国家	05:33	张维为《这就是中国》第四十九期精彩片段1	343038	1707	2561	3129	2561	2195	21056	1707	1149
80643513	BV1mJ411W7us	1577282037	【答案08】张维为演讲完整版：社会主义才是未来？	33:31	观视频2019答案年终秀张维为演讲完整版：社会主义才是未来？	450501	244	0	10901	0	9532	22549	244	3173
41950534	BV1sb411C7Hy	1548669514	【维为道来】中国崛起说多少遍，也不如同行衬托来得直接……	06:44	张维为《这就是中国》第四集精彩集锦	113210	592	641	604	641	444	2743	592	108
40398171	BV1st411p7fp	1547120083	【维为道来】韬光养晦只是手段，中国的目标一直是有所作为	02:37	《这就是中国》第一集精彩集锦	70461	384	317	586	317	433	2429	384	93
44091431	BV1Cb411a7Qr	1550577236	【维为道来】中华文明靠什么从几千年前延续到今天？一颗上进心	05:29	张维为《这就是中国》第六期精彩片段1	66230	646	406	459	406	411	2197	646	90
40647845	BV13t411H7PE	1547373070	《这就是中国》预告：为什么一出国就爱国？身边的好有时我们看不到	04:58	《这就是中国》下周预告。下周主题：一出国就爱国  每周一晚上21：30东方卫视准时播出。	149316	1143	523	456	523	697	2661	1143	139
73252162	BV1XE411y7mk	1571908435	【维为道来】中国不需要西方“送来”的方案，我们能自己学习	04:33	张维为《这就是中国》第三十八期精彩片段1	81240	405	251	408	251	362	4275	405	75
795209921	BV1zC4y1s7fs	1586167025	【这就是中国】郑若麟：面对新冠疫情，法国为什么一错再错？	06:25	张维为《这就是中国》第五十一期精彩片段5	184443	731	1541	725	1541	754	12210	731	258
47564712	BV1Hb411x7Ga	1553755592	【维为道来】一人一票也选出了希特勒，劣质民主的例子还少吗？	04:31	张维为《这就是中国》精彩片段：好民主才是人民之福	106134	1279	393	426	393	786	2798	1279	230
56893919	BV1Xx411R7pP	1561538037	【维为道来】很多英国人连欧盟是什么都不知道，就投票“脱欧”了	05:39	张维为《这就是中国》精彩片段1	107666	640	369	566	369	645	3631	640	177
61864648	BV12t411F7fB	1564731057	【维为道来】当年苏联解体之后，全世界都以为中国就是下一个	02:35	张维为《这就是中国》第二十八期精彩片段2	357423	13	4	2041	4	2010	9880	13	468
94498070	BV13E411g7eW	1583630747	【这就是中国】张维为：疫情之后，韩日想避免经济危机就需要中国	03:42	张维为《这就是中国》第四十七期精彩片段2	421664	382	567	724	567	793	13526	382	331
52543625	BV1N4411J7fb	1557913178	张维为：有些人30年来一直预测中国要崩溃，从来没对过	05:20	张维为《这就是中国》第十八期精彩片段1	86065	537	245	235	245	323	2291	537	61
98938680	BV1x741127D2	1585033773	【这就是中国】张维为：联合国官员和我开玩笑，特朗普再干4年中国要接手联合国了	02:54	张维为《这就是中国》第四十九期精彩片段4	537237	1050	1425	904	1425	1278	19499	1050	449
95421216	BV1TE411L7eV	1583915185	【这就是中国】张维为：美国一直在中日韩之间作梗，但疫情会推动亚洲更团结	04:34	张维为《这就是中国》第四十八期精彩片段1	233969	410	0	897	0	758	12017	410	376
62922341	BV1d4411Q7nm	1565338920	【维为道来】范勇鹏：中国会走上西方制度模式的老路吗？	04:27	张维为《这就是中国》第二十九期精彩片段3	90762	495	362	341	362	457	3411	495	82
36021848	BV1Qt411278D	1542285224	张维为问答：未来的中国，会变得沉迷物质主义吗？	07:26	1·2一勺思想圆桌会·选择的智慧——40年改革路：张维为老师问答部分第三集。	119496	72	26	1642	26	1261	3363	72	319
625440377	BV1wt4y1m7rg	1587804110	【这就是中国】金一南：要理解中国共产党的成功，先理解毛泽东	05:38	张维为《这就是中国》第五十四期精彩片段2	233863	1357	2232	5980	2234	4340	19038	1357	1284
66814515	BV1w441117rj	1567766052	怎么回似，张维为老师为什么突然夸我可爱？	02:37	张维为老师的新书《这就是中国：走向世界的中国力量》出版啦！  感谢大家对张老师、对《这就是中国》这个节目的支持，张老师尤其提到了看到B站同学给节目打了高分特别高兴！	100740	540	468	1522	468	509	7315	540	209
41337061	BV1ot41187kF	1548078950	【维为道来】对于中国，西方到底是不能理解，还是不愿理解？	04:20	张维为《这就是中国》第三集编前会。	83668	623	346	485	346	382	2139	623	99
200285536	BV14z411B7S3	1587219027	与西方话语交锋：西方为什么总认为中国要称霸世界？	04:49	中国研究院研究员李世默参加荷兰Nexus论坛，没错，就是当初张维为老师也参加过留下“舌战群儒”视频的那个！ 本视频为Nexus论坛提供的精彩片段剪辑，李世默与几位西方嘉宾就中国崛起是否会对世界产生威胁展开讨论。	363762	2371	1718	1946	1721	2210	17698	2371	841
49057062	BV1jb411K7R3	1555049964	这就是中国：西方普世价值说了这么多年，结果怎么冲突反而越来越多？	03:49	《这就是中国》第十三期编前会	47529	658	130	190	130	233	1852	658	46
48198780	BV15b411W7c8	1554301383	这就是中国：西方想要谈人权，能先把自己难民问题给整明白不？	04:29	这就是中国第十二期：人权问题	94127	821	225	351	225	327	2606	821	77
73480215	BV1qE411a7Zn	1572080843	【维为道来】中国理念，如何在西方主导的世界里成为“燎原星火”？	03:01	张维为《这就是中国》第三十八期精彩片段3	63331	208	123	222	123	250	3319	208	64
44928508	BV1Tb411b7uc	1551340627	【维为道来】从吃饭到治国，几千年来中国人都有自己的一套	02:46	张维为《这就是中国》第七期精彩片段1	87944	334	124	298	124	350	2157	334	55
51099854	BV1Z4411t7W6	1556723453	【这就是中国】中国学习西方，西方也学习过中国，何来“西方中心”？	04:01	张维为《这就是中国》第十六期编前会	34210	407	78	131	78	146	1626	407	54
67713419	BV13J411A7pY	1568450238	【维为道来】中国对解释自己可以潇洒一点，让西方去慢慢理解吧	03:04	张维为《这就是中国》第三十四期精彩片段3	96412	585	163	287	163	328	3805	585	57
47394198	BV1Eb411t79N	1553582441	【维为道来】民主被西方注册了？中国需要找到自己的好民主	04:11	张维为《这就是中国》第十一期：好民主才是人民之福	36350	131	25	212	25	225	1653	131	54
59128685	BV1Ut411V7cr	1563085921	【维为道来】中国“投降”了，就能享受美国便宜的“金融服务”？	03:48	张维为《这就是中国》第二十五期精彩片段4	107140	896	228	390	228	322	3409	896	64
17897229	BV1gW411B7Db	1514891359	中国模式是社会与政府良性互动 而不是对抗	01:16	“中国模式”有何特点？张维为教授说，政治力量代表着人民整体利益，经济上是混合经济，老百姓财富爆发性增长，从未经历过金融危机，社会与政府良性互动，跟西方两者对抗是不一样的。	42368	1926	156	249	156	380	1009	1926	75
